ESTADO,MUNICIPIO,RAZÓN SOCIAL,DIRECCIÓN,MAPA,COORDENADAS,,"HORARIO
",TELEFONO,PÁG WEB,"REDES
FB",CORREO,PET,PEAD,PP (ENVASE),PP (TAPAS),PP (CAPSULAS),PEBD (BOLSA TRANSPARENTE) ,BOPP (LAMINADA),ALUMINIO,HOJALATA,CARTON LAMINADO,CARTÓN,VIDRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Recicladora Andrapox,"José F. Gutiérrez, Ángel Zimbrón, CP. 02099
Azcapotzalco, CDMX","https://www.google.com/maps/place/RECICLADORA+ANDRAPOX/@19.4643078,-99.1891075,3a,75y,234.67h,93.47t/data=!3m6!1e1!3m4!1szDFA1rV0o5gW4qWKyGEsdw!2e0!7i16384!8i8192!4m12!1m6!3m5!1s0x85d1f89d689c8dd9:0x1fa9f4e237f84f98!2sRECICLADORA+ANDRAPOX!8m2!3d19.4642298!4d-99.1892133!3m4!1s0x85d1f89d689c8dd9:0x1fa9f4e237f84f98!8m2!3d19.4642298!4d-99.1892133",19.46434200131538,-99.1892048996016,,"55 130 43070
55 274 96 572
55 968 89653",,Recicladora Andrapox,"recicla.andrapox@gmail.com
contacto@andrapox.com.mx",Si,Si,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,ImuRecicla,"Eje 3 Nte. Camarones 400 Claveria, CP. 02080
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Eje+3+Nte.+Camarones+400,+Claveria,+Azcapotzalco,+02080+Ciudad+de+M%C3%A9xico,+CDMX/@19.4689361,-99.1772914,46m/data=!3m1!1e3!4m5!3m4!1s0x85d1f88fa2448ff9:0x25e3ba808ccba9af!8m2!3d19.4689958!4d-99.1773353",19.468994547016514,-99.17728068329814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Recicladora Macias,"Av. Antonio Valeriano y esquina Prolongación Naranjo Col del Gas, CP. 02970
Azcapotzalco, CDMX.","https://www.google.com/maps/@19.4684699,-99.1554009,3a,15y,159.44h,92.97t/data=!3m6!1e1!3m4!1s9n6Hxsg8TcWXQmWXYiUjnQ!2e0!7i16384!8i8192",19.46839592496006,-99.15523285107331,,,,,, $	5.00 ,Si,,,,,,,,, $	1.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,ImuRecicla,"Av Cultura Griega y Esquina Eje 5 Nte, El Rosario, CP. 02100
Azcapotzalco, CDMX.","https://www.google.com/maps/place/19%C2%B030'41.7%22N+99%C2%B011'48.5%22W/@19.5115782,-99.1989966,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.5115782!4d-99.1968079",19.511578,-99.196808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Reciclaje de papel y carton las salinas,"Calz. Azcapotzalco - La Villa 483, Industrial Vallejo, CP. 02300
Azcapotzalco CDMX.","Calz. Azcapotzalco - La Villa 483, Industrial Vallejo, Azcapotzalco, 02300 Ciudad de México, CDMX",19.49019846430478,-99.16735157679871,,,,,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Hermanos Tellez,"Pte 122 737-717, Industrial Vallejo, CP. 02360
Azcapotzalco, CDMX.","https://www.google.com/maps/place/GHD+Torno/@19.4885448,-99.165329,3a,75y,134.1h,93.44t/data=!3m6!1e1!3m4!1sPqL8orACwrp6oyd7O_JQDg!2e0!7i16384!8i8192!4m12!1m6!3m5!1s0x85d1f85d41db60db:0x2bac7a7aca77cee9!2sLos+Metalitos!8m2!3d19.4892307!4d-99.1666098!3m4!1s0x85d1f85d1b4fc993:0x2c4c0a4c18deb25c!8m2!3d19.4885527!4d-99.1653834",19.48845062410414,-99.16517742252893,,"55 5007 8877
55 4323 0833",,,,,,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,On Site Destruction México S.A de C.V,"Pte 150 677, Industrial Vallejo, CP. 02300 
Azcapotzalco, CDMX ","https://www.google.com/maps/place/Onsite+Destruction+Mexico+Sa+De+Cv/@19.5025075,-99.1609669,15z/data=!4m5!3m4!1s0x0:0x3cbbf28dadde5b82!8m2!3d19.5025075!4d-99.1609669","19.502650
",-99.160985,Lunes a viernes de 08:00 am - 06:00 pm,55 5356 9653,https://www.onsite.mx/,,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Repacsa Vallejo,"Pte. 128 788, Industrial Vallejo, CP. 02300
Azcapotzalco, CDMX.",https://www.google.com/maps?q=repacsa+vallejo&rlz=1C1EJFC_enMX819MX819&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjd5pSlnq3rAhUFRqwKHVp_ABkQ_AUoAXoECBcQAw,19.492300543814007,-99.16802393151453,Lunes a viernes de 07:00 -06:00 pm y Sabados de 07:00 am- 01:30 pm ,55 5567 6133,www.recycledemexico.com,,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Bio Pappel,"Pte. 140, Industrial Vallejo, CP. 02300
Azcapotzalco, CDMX. ","https://www.google.com.mx/maps/@19.4980315,-99.1671717,3a,60y,20.1h,95.99t/data=!3m6!1e1!3m4!1sKgfbxxOv47LG2NJTLc4-iA!2e0!7i13312!8i6656",19.498212354994124,-99.16753545394414,, 555 352  3065 ó 555 368 2067  ext.115,,,hpedraza@biopappel.com,,,,,,,,,,1.50 blanco y café hay que revisarlo,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Compra de Chatarra,"Cda. Cahuacaltzingo 33, Las Salinas, CP. 02360
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Nte.+59+780,+Las+Salinas,+Azcapotzalco,+02360+Ciudad+de+M%C3%A9xico,+CDMX/@19.4892468,-99.1670073,46m/data=!3m1!1e3!4m5!3m4!1s0x85d1f85d42638525:0xbb2260bb160085e6!8m2!3d19.4892468!4d-99.1668705",19.48918092581934,-99.16686306751726,,,,,, $	4.00 ,,,,,Playo,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Los Metalitos,"Nte. 50, Las Salinas, CP. 02360
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Los+Metalitos/@19.4891385,-99.1667065,3a,75y,49.19h,90.69t/data=!3m6!1e1!3m4!1s8xqOe3SkgGVtuUKWmZEMSQ!2e0!7i16384!8i8192!4m5!3m4!1s0x85d1f85d41db60db:0x2bac7a7aca77cee9!8m2!3d19.4892307!4d-99.1666098",19.489205148213475,-99.16659856046654,,,,,, $	4.00 ,,,,,Playo,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Reciclados Tellez,"Nte. 59 47A, Las Salinas, 02360
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Reciclados+Tellez/@19.4885517,-99.1668664,3a,15y,237.49h,81.19t/data=!3m7!1e1!3m5!1sa8kHaK4mdvHRkDO1WeblAA!2e0!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3Da8kHaK4mdvHRkDO1WeblAA%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D265.93378%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m8!1m2!2m1!1scompra+de+reciclables+en+azcapotzalco!3m4!1s0x0:0x30633b70d97db1c6!8m2!3d19.4885212!4d-99.1670287?hl=es-419",19.488531,-99.167013,"Lunes a viernes 09:00 am - 05:00 pm
sabado 09:00 am - 05:00 pm",55 5368 7558,,,,Si,,,,,,,,,, $	1.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Reciclados 59,"Nte. 59 725, Las Salinas, CP. 02360
Azcapotzalco, CDMX.","https://www.google.com/maps/place/19%C2%B029'15.3%22N+99%C2%B010'01.3%22W/@19.4874046,-99.1672546,185m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d19.487573!4d-99.1670253",19.48757302955574,-99.16702534054667,,,,,, $	5.00 ,,,,,,, $	14.50 ,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Reciclados Fortuna,"Nte. 59 807, Las Salinas, Azcapotzalco, 02360 Ciudad de México, CDMX","https://www.google.com/maps/place/Los+Metalitos/@19.4891385,-99.1667065,3a,75y,136.38h,74.19t/data=!3m6!1e1!3m4!1s8xqOe3SkgGVtuUKWmZEMSQ!2e0!7i16384!8i8192!4m5!3m4!1s0x85d1f85d41db60db:0x2bac7a7aca77cee9!8m2!3d19.4892307!4d-99.1666098",19.489101794537156,-99.16669847276631,,,,,, $	4.00 ,,,,,Playo,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Se compra cartón y papel ,"Av. 22 de Febrero 33, Los Reyes, CP. 02010
Azcapotzalco, CDMX.","https://www.google.com/maps/place/SE+COMPRA+CARTON+Y+PAPEL/@19.4853546,-99.1825005,3a,75y,333.01h,90t/data=!3m7!1e1!3m5!1sC2pZMt4sxX_wW9EgETgX5Q!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3DC2pZMt4sxX_wW9EgETgX5Q%26output%3Dthumbnail%26cb_client%3Dsearch.gws-prod.gps%26thumb%3D2%26w%3D86%26h%3D86%26yaw%3D333.0125%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m5!3m4!1s0x85d1f87b96275897:0xcd8da844971f496e!8m2!3d19.4854357!4d-99.1825254",19.485416181491598,-99.18263364501527,"Lunes a viernes 09:00 am - 07:00 pm
sabado 09:00 am - 03:00 pm",,,,, $	5.00 ,,,,,,, $	12.00 ,,, $	1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Recicladora de Electrónicos y Papel ,"Jose Fco.Gutierrez 334-A Col. Nextengo Azcapotzalco CP. 02070
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Caacm+Pte/@19.471581,-99.1876293,84m/data=!3m1!1e3!4m16!1m10!4m9!1m4!2m2!1d-99.213347!2d19.3916372!4e1!1m3!2m2!1d-99.187355!2d19.471651!3m4!1s0x85d1f8822b89f8db:0xef412fbea7e0ca81!8m2!3d19.4716575!4d-99.187386",19.471653024657943,-99.18737716648667,,556 012 0188,,Recicladora de Electrónicos y Papel,recicladoramadison@hotmail.com, $	4.00 ,,,,,,,Si,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,ImuRecicla,"Eje 3 Nte. Camarones 232, Obrero Popular,  CP. 02840
Azcapotzalco, CDMX.","https://www.google.com/maps/place/19%C2%B027'54.8%22N+99%C2%B010'23.9%22W/@19.4652154,-99.1754968,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.4652154!4d-99.1733081",19.465215,-99.173308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,ImuRecicla,"Av. Aquiles Serdán 360-Local 5, Pasteros, CP. 02150 Azcapotzalco, CDMX.","https://www.google.com/maps/place/19%C2%B029'29.5%22N+99%C2%B011'44.9%22W/@19.4920409,-99.1961771,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.4915372!4d-99.1958008",19.491537,-99.195801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Recicladora de papeles San Isidro Azcapotzalco,"Calz. San Isidro, Petrolera, CP. 02470 
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Calz.+San+Isidro+91,+Petrolera,+Azcapotzalco,+02470+Ciudad+de+M%C3%A9xico,+CDMX/@19.4815393,-99.1946067,3a,37.5y,174.6h,91.45t/data=!3m6!1e1!3m4!1sWWECVG0IrfrjGZGf4VRoiQ!2e0!7i16384!8i8192!4m5!3m4!1s0x85d2028137430d85:0x33e2aa9e93fe5500!8m2!3d19.4815436!4d-99.194729",19.481195712131893,-99.19462976965804,,,,,,,,,,,,,,,,1.80 / $2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,ImuRecicla,"Hacienda del Rosario, Prados del Rosario, CP. 02419
Azcapotzalco, CDMX","https://www.google.com/maps/place/19%C2%B030'02.3%22N+99%C2%B012'22.9%22W/@19.5006238,-99.2085489,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.5006238!4d-99.2063602",19.500624,-99.206360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Reciclaje Cubas,"Av Tezozomoc 124, San Antonio, CP. 02760
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Av+Tezozomoc+25,+San+Antonio,+Azcapotzalco,+02460+Ciudad+de+M%C3%A9xico,+CDMX/@19.4787446,-99.1994121,15z/data=!4m5!3m4!1s0x85d202879525792d:0xd7629c937786b6f3!8m2!3d19.4785615!4d-99.1994913",19.478895954526497,-99.19959172548387,"Lunes a viernes 09:00 am - 06:00 pm
sabado 09:00 am - 06:00 pm",,,,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,ImuRecicla,"Eje 3 Nte, San Francisco Tetecala, CP. 02730
Azcapotzalco, CDMX","https://www.google.com/maps/place/19%C2%B028'44.8%22N+99%C2%B011'20.5%22W/@19.4790051,-99.1890178,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.4791208!4d-99.1890369",19.47907116875088,-99.18898024345665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Comercializadora de Desperdicios Industriales Bernabe Barrera,"Bernabe Barrera número 20, San Juan Tliuhaca, CP. 02400
Azcapotzalco, CDMX.","https://www.google.com/maps/@19.4899065,-99.2036036,3a,75y,259.39h,85.47t/data=!3m6!1e1!3m4!1sEE7P4cL1ll0N47-e0KSqtw!2e0!7i16384!8i8192",19.48995436244005,-99.20348431659566,,55 6907 6111,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Depósito Rodriguez,"Antigua Calz. de Guadalupe 33-203, San Marcos, CP. 02020
Azcapotzalco, CDMX","https://www.google.com/maps/place/Deposito+Rodriguez/@19.4881598,-99.1846073,17z/data=!4m8!1m2!2m1!1sDEPOSITO+RODRUIGEZ!3m4!1s0x85d1f87a7a8511d7:0xec9f042bafd994f2!8m2!3d19.4892417!4d-99.1822158",19.489344826328512,-99.18223988596041,,,,,,Si,Si,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Recolectora de aceite y grasas animal y vegetal Azcapotzalco,"Coachilco 8, San Marcos, CP. 02020
Azcapotzalco, CDMX.","https://www.google.com/maps/@19.4876741,-99.1856406,3a,75y,14.31h,112.54t/data=!3m7!1e1!3m5!1sy_cZKqwIev32D2SM438TxQ!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3Dy_cZKqwIev32D2SM438TxQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D336.22067%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",19.48771734244198,-99.18562335799666,"Lunes a viernes 05:00 am - 08:00 pm
Sabado 08:00 - 06:00
Domingo 11:00 am - 04:00 pm","55 3041 7320 
55 5918 7372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,ImuRecicla,"Deportivo Reynosa, San Martin Xochinahuac, CP. 02120
Azcapotzalco, CDMX.","https://www.google.com/maps/place/19%C2%B030'18.2%22N+99%C2%B011'23.3%22W/@19.5049971,-99.1899588,91m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d19.505058!4d-99.1897987",19.505058,-99.189799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Compra de reciclaje,"Av. Tezozomoc 40, San Miguel Amantla, CP. 02700
Azcapotzalco, CDMX. ","https://www.google.com/maps/place/Compra+de+reciclaje/@19.4746689,-99.2008179,3a,15y,259.98h,83.07t/data=!3m6!1e1!3m4!1sZ9nCfGhXII8fVVk1JA89YQ!2e0!7i16384!8i8192!4m8!1m2!2m1!1scompra+de+reciclables+en+azcapotzalco!3m4!1s0x0:0x96319f0381253c66!8m2!3d19.474644!4d-99.2009854?hl=es-419",19.474711323464167,-99.2009241804496,"Lunes a viernes 09:00 am - 06:00 pm
sabado 09:00 am - 03:00 pm",,,,,Si,,,,,,, $	14.00 ,Si,, $	4.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Metal caido del cielo,"Priv. de F. C. Central, San Miguel Amantla, CP. 02810
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Metal+Caido+Del+Cielo/@19.5225477,-99.2524265,11z/data=!4m8!1m2!2m1!1scompra+de+chatarra+en+acolman!3m4!1s0x85d1f8f1ed70eaf9:0xea2cf68f06c4fa73!8m2!3d19.4659418!4d-99.1603945",19.46592801907108,-99.16048662476517,Lunes a viernes de 09:00 am - 05:00 pm,55 5356 1220,,,,,,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Codisa,"Calz. de Las Armas, San Pedro Xalpa, CP. 02719
Azcapotzalco, CDMX.","https://www.google.com/maps/place/B%C3%A1scula+y+reciclaje/@19.4749855,-99.220881,3a,75y,20.69h,93.66t/data=!3m6!1e1!3m4!1sZWPKoXtqf37Tfajq4PUdfA!2e0!7i16384!8i8192!4m8!1m2!2m1!1sreciclaje+cerca+de+Azcapotzalco,+CDMX!3m4!1s0x0:0x6a15d9b05e80a5db!8m2!3d19.4751725!4d-99.220933",19.475215371176414,-99.22090431932969,,"55 5358 0895
55 7155 8027",,,,,,,,,Playo,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Reciclaje,"Leopoldo Blakaller, Calz de la Naranja 1039, San Pedro Xalpa CP. 02719
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Reciclaje/@19.4746311,-99.2194126,21z/data=!4m13!1m7!3m6!1s0x85d20258eb66e78d:0xa796c32f32420b0e!2sCalz+de+la+Naranja+1039,+San+Pedro+Xalpa,+Azcapotzalco,+02710+Ciudad+de+M%C3%A9xico,+CDMX!3b1!8m2!3d19.4746539!4d-99.2193171!3m4!1s0x85d20258eca32fe7:0x39705b958d9006ab!8m2!3d19.4746576!4d-99.2193663",19.47462320048845,-99.21942467791233,"Lunes a viernes 09:00 am - 06:00 pm
sabado 09:00 am - 01:00 pm",,,,,Si,,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,ImuRecicla,"Deportivo Reynosa 1010_5, Santa Barbara, CP. 02230 Azcapotzalco, CDMX","https://www.google.com/maps/place/19%C2%B030'11.9%22N+99%C2%B010'51.9%22W/@19.5031723,-99.1811248,46m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d19.5033026!4d-99.1810691",19.503144787844995 ,-99.18115698173735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Reciclados avanzados,"Av. Refinería Azcapotzalco 249-195, Sta Ines
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Reciclados+Avanzados+S.A.+de+C.V./@19.4922519,-99.1910509,14z/data=!4m8!1m2!2m1!1sreciclaje+cerca+de+Azcapotzalco,+CDMX!3m4!1s0x0:0xbeabec2e8fd82376!8m2!3d19.4919448!4d-99.1911525",19.49214345923283,-99.19081294849786,Lunes a viernes de 09:00 -06:00 pm  ,55 5561 9804,www.recicladosavanzados.com,,info@recicladosavanzados.com,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Ecofibras Ponderosa,"Calz. San Isidro 206, Sta Lucia, CP. 02760
Azcapotzalco, CDMX.","https://www.google.com.mx/maps/place/Ecofibras+Ponderosa/@19.4820812,-99.1996623,739m/data=!3m1!1e3!4m12!1m6!3m5!1s0x85d20286917b1081:0xc556757adb560ad3!2sEcofibras+Ponderosa!8m2!3d19.4820762!4d-99.1974736!3m4!1s0x85d20286917b1081:0xc556757adb560ad3!8m2!3d19.4820762!4d-99.1974736",19.482074855859967,-99.19732775897295,,55 5352 9026,,,nestor.hernandez@eponderosa.com,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Recicladora Mansilla,"Av. Aquiles Serdán 256, Santo Domingo, CP. 02160
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Recicladora+Mansilla/@19.48693,-99.1938027,17z/data=!3m1!4b1!4m5!3m4!1s0x85d20282f3dc0019:0x1821c07802f71b43!8m2!3d19.48693!4d-99.191614",19.48685173219996,-99.19155512644458,,55 2744 7235,,,, $	6.50 ,,,,,,, $	16.50 , $	3.00 ,, $	1.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,ImuRecicla,"Eje 3 Nte. Camarones 538, Sindicato Mexicano de Electricistas, CP. 02060
Azcapotzalco, CDMX.","https://www.google.com/maps/place/19%C2%B028'24.1%22N+99%C2%B010'52.3%22W/@19.4732545,-99.1810924,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.4733636!4d-99.1811872",19.473364,-99.181187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Azcapotzalco,Depósito de Desperdicios Industriales,"Av. Aquiles Serdán 1205, Tierra Nueva CP. 02130
Azcapotzalco, CDMX.","https://www.google.com/maps/place/Av.+Aquiles+Serd%C3%A1n+1205,+Tierra+Nueva,+Azcapotzalco,+02130+Ciudad+de+M%C3%A9xico,+CDMX/@19.4993611,-99.2021324,3a,75y,55.79h,80.14t/data=!3m6!1e1!3m4!1sFHo-EKOEq0QAgazjc2p4Jg!2e0!7i16384!8i8192!4m5!3m4!1s0x85d20297eb933a3b:0x68961ba288c49b27!8m2!3d19.4994463!4d-99.2020779",19.499402335331464,-99.2020781762457,,,,,, $	4.50 ,,,,,,, $	18.00 ,,, $	1.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Eje 1 Pte 1314-1306, Sta Cruz Atoyac, CP. 03310
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B022'13.4%22N+99%C2%B009'40.8%22W/@19.3703986,-99.1635319,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.3703986!4d-99.1613432",19.370399,-99.161343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Eje Central Lázaro Cárdenas 640, Álamos, CP. 03410
Benito Juárez,  CDMX.","https://www.google.com/maps/place/19%C2%B023'33.5%22N+99%C2%B008'46.7%22W/@19.3926372,-99.1485016,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.3926372!4d-99.1463129",19.392637,-99.146313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Obrero Mundial, Atenor Salas, 
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B024'08.7%22N+99%C2%B008'41.9%22W/@19.402426,-99.1471706,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.402426!4d-99.1449819",19.402426,-99.144982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"José María Olloqui 37, Xoco, Benito Juárez, 03100 Ciudad de México, CDMX","https://www.google.com/maps/place/19%C2%B021'47.4%22N+99%C2%B010'11.7%22W/@19.3631768,-99.1721027,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.3631768!4d-99.169914",19.363188484643114,-99.16999457713356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"1, Pilares 541, Col del Valle Sur, CP. 03100
Benito Juárez, CDMX","https://www.google.com/maps/place/19%C2%B022'37.2%22N+99%C2%B009'43.2%22W/@19.3770117,-99.1621127,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.377003!4d-99.1619892",19.376916826740658,-99.16197651188085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Av. Insurgentes Sur 716, Col. Del Valle, CP. 03100
Benito Juárez, CDMX.","https://www.google.com/maps/place/Citibanamex+Torres+Adalid/@19.3932048,-99.1725801,46m/data=!3m1!1e3!4m13!1m7!3m6!1s0x0:0x0!2zMTnCsDIzJzM1LjciTiA5OcKwMTAnMjEuMyJX!3b1!8m2!3d19.3932445!4d-99.1725759!3m4!1s0x85d1ff7232efb09b:0xb1c9bf85cd1ea5ed!8m2!3d19.3931979!4d-99.1723104",19.39321335304578,-99.17253781546587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Avenida Colonia del Valle 443, Col del Valle Centro, CP. 03100
Benito Juárez, CDMX.","https://www.google.com/maps/@19.3876583,-99.1699529,46m/data=!3m1!1e3",19.387704167922365,-99.16999511487482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Moras 446 esquina, Félix Cuevas, Col del Valle Centro, 03100 Ciudad de México, CDMX","https://www.google.com/maps/place/19%C2%B022'22.0%22N+99%C2%B010'27.0%22W/@19.3727549,-99.1742343,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.3727642!4d-99.1741604",19.37284464059581,-99.17416298502557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Amores 203, código 2, Col Del Valle Nte CP. 03103
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B023'47.9%22N+99%C2%B009'47.8%22W/@19.3966353,-99.1654687,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.3966353!4d-99.16328",19.39663631940132,-99.16320681830369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Av. División del Nte. 655, Col del Valle Nte, CP. 03100
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B023'22.8%22N+99%C2%B009'48.5%22W/@19.3896708,-99.1656524,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.3896708!4d-99.1634637",19.389671,-99.163464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
